agent_role,agent_autonomy_level,user_role,requested_action,tool_requested,resource_type,resource_sensitivity,permission_match,action_risk_score,prompt_injection_detected,data_exfiltration_risk,human_approval_required,previous_failed_attempts,audit_log_available,access_decision
data_analytics_agent,5,contractor,approve_payment,database_api,financial_record,4,0,100,1,73,1,0,1,Blocked
hr_onboarding_agent,3,service_account,export_report,crm_api,contract_document,2,1,73,1,73,1,2,1,Blocked
customer_support_agent,1,employee,search_records,hris_api,employee_file,4,0,41,0,52,0,1,1,Blocked
security_monitoring_agent,4,employee,export_report,crm_api,sales_pipeline,3,0,79,0,63,1,3,1,Blocked
data_analytics_agent,4,admin,run_script,devops_ci_api,customer_profile,3,1,76,0,39,0,0,1,Needs_Human_Approval
sales_crm_agent,2,employee,send_email,email_api,contract_document,3,1,39,0,68,0,0,1,Needs_Human_Approval
security_monitoring_agent,3,admin,download_file,file_storage_api,source_code_repo,4,0,73,0,84,1,1,1,Blocked
customer_support_agent,4,manager,run_script,identity_provider_api,financial_record,4,0,100,0,64,1,1,1,Blocked
customer_support_agent,2,analyst,search_records,hris_api,support_ticket,2,1,2,0,20,0,0,1,Allowed
customer_support_agent,3,security_admin,approve_payment,finance_erp_api,employee_file,5,1,79,0,71,1,0,1,Needs_Human_Approval
data_analytics_agent,2,manager,update_record,crm_api,financial_record,4,1,52,0,51,0,0,1,Allowed
data_analytics_agent,5,employee,create_ticket,ticketing_api,public_knowledge_base,1,0,19,0,33,0,0,1,Blocked
customer_support_agent,2,employee,run_script,devops_ci_api,financial_record,4,0,100,0,75,1,0,1,Blocked
finance_reconciliation_agent,2,employee,send_email,email_api,customer_profile,3,1,32,0,65,1,0,1,Needs_Human_Approval
it_helpdesk_agent,3,contractor,search_records,crm_api,support_ticket,2,1,24,0,16,0,6,1,Allowed
sales_crm_agent,2,employee,send_email,email_api,support_ticket,2,1,42,1,79,0,2,1,Blocked
sales_crm_agent,2,vendor,read_record,file_storage_api,source_code_repo,4,0,49,0,56,0,1,1,Blocked
customer_support_agent,5,manager,search_records,hris_api,contract_document,3,1,31,0,31,0,0,1,Allowed
it_helpdesk_agent,2,contractor,read_record,finance_erp_api,customer_profile,3,0,55,1,75,0,1,1,Blocked
sales_crm_agent,3,security_admin,export_report,finance_erp_api,financial_record,4,1,47,0,84,0,0,1,Needs_Human_Approval
sales_crm_agent,3,employee,update_record,hris_api,system_config,4,0,77,0,64,1,1,1,Blocked
sales_crm_agent,4,manager,export_report,finance_erp_api,support_ticket,2,0,62,0,68,0,0,1,Blocked
customer_support_agent,1,employee,search_records,crm_api,public_knowledge_base,1,0,23,0,17,0,5,1,Blocked
it_helpdesk_agent,2,analyst,read_record,email_api,public_knowledge_base,1,1,2,0,25,0,0,1,Allowed
it_helpdesk_agent,1,service_account,search_records,crm_api,payroll_record,5,0,62,0,68,1,2,1,Blocked
data_analytics_agent,4,service_account,export_report,siem_api,invoice,3,1,52,0,55,0,0,1,Allowed
hr_onboarding_agent,2,service_account,update_record,finance_erp_api,source_code_repo,4,0,74,0,59,1,0,1,Blocked
security_monitoring_agent,3,employee,read_record,hris_api,sales_pipeline,3,0,39,0,35,0,2,1,Blocked
hr_onboarding_agent,3,analyst,download_file,finance_erp_api,customer_profile,3,0,100,1,80,1,8,1,Blocked
finance_reconciliation_agent,3,security_admin,read_record,finance_erp_api,access_policy,5,1,30,0,70,1,0,1,Needs_Human_Approval
it_helpdesk_agent,3,employee,read_record,hris_api,sales_pipeline,3,0,44,0,55,0,1,1,Blocked
customer_support_agent,4,vendor,download_file,ticketing_api,financial_record,4,0,100,0,87,1,2,1,Blocked
sales_crm_agent,3,analyst,update_record,hris_api,public_knowledge_base,1,1,26,0,17,0,0,1,Allowed
data_analytics_agent,5,contractor,update_record,finance_erp_api,financial_record,4,1,66,0,52,1,0,1,Needs_Human_Approval
security_monitoring_agent,2,employee,export_report,file_storage_api,public_knowledge_base,1,0,61,0,50,0,1,0,Blocked
customer_support_agent,4,employee,read_record,file_storage_api,support_ticket,2,0,42,0,45,0,0,1,Blocked
sales_crm_agent,1,service_account,update_record,database_api,financial_record,4,1,52,0,44,0,0,1,Allowed
it_helpdesk_agent,4,admin,search_records,finance_erp_api,invoice,3,1,17,0,41,0,0,1,Allowed
customer_support_agent,3,security_admin,search_records,email_api,customer_profile,2,0,52,0,40,0,2,1,Blocked
sales_crm_agent,4,manager,read_record,finance_erp_api,public_knowledge_base,1,1,5,0,8,0,1,1,Allowed
data_analytics_agent,2,service_account,create_ticket,ticketing_api,public_knowledge_base,1,0,11,0,32,0,0,1,Blocked
data_analytics_agent,5,analyst,run_script,email_api,sales_pipeline,3,0,100,0,61,1,2,1,Blocked
customer_support_agent,3,security_admin,read_record,ticketing_api,customer_profile,3,0,42,0,46,0,0,1,Blocked
sales_crm_agent,2,contractor,search_records,ticketing_api,invoice,3,0,34,0,43,0,0,1,Blocked
security_monitoring_agent,3,vendor,export_report,crm_api,sales_pipeline,3,0,70,0,57,1,0,1,Blocked
sales_crm_agent,2,service_account,download_file,finance_erp_api,system_config,4,0,73,0,68,1,0,1,Blocked
sales_crm_agent,5,contractor,read_record,hris_api,invoice,3,1,22,0,30,0,1,1,Allowed
procurement_agent,3,employee,approve_payment,crm_api,system_config,4,0,100,0,43,1,0,1,Blocked
legal_contract_agent,3,service_account,search_records,finance_erp_api,support_ticket,2,1,6,0,34,0,0,1,Allowed
procurement_agent,3,analyst,run_script,devops_ci_api,invoice,3,0,100,0,47,1,1,1,Blocked
security_monitoring_agent,4,analyst,read_record,database_api,audit_log,4,0,66,0,62,0,4,1,Blocked
data_analytics_agent,4,employee,delete_record,crm_api,access_policy,5,0,100,0,60,1,1,1,Blocked
devops_release_agent,3,security_admin,read_record,database_api,audit_log,4,1,21,0,48,0,0,1,Allowed
hr_onboarding_agent,4,guest,export_report,crm_api,public_knowledge_base,1,0,57,0,52,0,2,1,Blocked
it_helpdesk_agent,1,employee,read_record,crm_api,access_policy,5,1,35,0,54,1,0,1,Needs_Human_Approval
procurement_agent,4,employee,read_record,database_api,system_config,4,0,52,0,53,0,0,1,Blocked
finance_reconciliation_agent,3,admin,send_email,email_api,financial_record,4,1,34,0,83,0,0,1,Needs_Human_Approval
legal_contract_agent,4,admin,send_email,email_api,payroll_record,5,0,83,0,100,1,0,1,Blocked
sales_crm_agent,4,employee,read_record,hris_api,payroll_record,5,0,68,0,83,1,2,1,Blocked
security_monitoring_agent,4,admin,export_report,email_api,financial_record,4,1,47,0,88,0,0,1,Blocked
executive_assistant_agent,2,contractor,read_record,crm_api,support_ticket,2,0,33,0,42,0,0,1,Blocked
security_monitoring_agent,4,contractor,delete_record,database_api,sales_pipeline,2,0,99,0,37,1,0,1,Blocked
finance_reconciliation_agent,4,manager,update_record,hris_api,invoice,3,0,66,0,50,1,0,1,Blocked
legal_contract_agent,4,employee,read_record,crm_api,financial_record,4,0,55,0,49,0,0,1,Blocked
finance_reconciliation_agent,3,employee,update_record,ticketing_api,support_ticket,2,0,55,0,38,0,0,1,Blocked
executive_assistant_agent,4,admin,create_ticket,ticketing_api,customer_profile,3,1,16,0,32,0,0,0,Allowed
sales_crm_agent,5,employee,send_email,email_api,invoice,3,0,49,0,63,0,0,1,Blocked
procurement_agent,4,manager,download_file,database_api,invoice,3,1,50,0,47,0,0,1,Allowed
customer_support_agent,3,contractor,create_ticket,ticketing_api,financial_record,4,0,76,1,92,1,0,1,Blocked
it_helpdesk_agent,3,employee,create_ticket,ticketing_api,public_knowledge_base,1,1,2,0,20,0,0,1,Allowed
data_analytics_agent,3,analyst,export_report,finance_erp_api,access_policy,5,0,86,0,84,1,0,1,Blocked
hr_onboarding_agent,3,employee,read_record,contract_repository_api,employee_file,3,1,11,0,40,0,0,1,Allowed
it_helpdesk_agent,2,contractor,read_record,finance_erp_api,invoice,3,1,10,0,32,0,0,1,Allowed
hr_onboarding_agent,5,service_account,view_audit_log,ticketing_api,sales_pipeline,3,1,54,0,27,0,1,1,Allowed
data_analytics_agent,2,contractor,read_record,file_storage_api,customer_profile,3,0,42,0,48,0,1,0,Blocked
it_helpdesk_agent,3,employee,send_email,database_api,invoice,3,0,72,0,63,1,2,1,Blocked
it_helpdesk_agent,2,manager,search_records,ticketing_api,api_key_secret,5,1,42,0,60,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,1,employee,read_record,hris_api,audit_log,4,1,28,0,28,0,3,1,Allowed
customer_support_agent,3,manager,read_record,crm_api,employee_file,4,0,64,0,64,0,4,1,Blocked
data_analytics_agent,3,employee,approve_payment,finance_erp_api,sales_pipeline,3,1,78,0,22,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,3,analyst,send_email,database_api,audit_log,4,0,75,0,74,1,1,1,Blocked
customer_support_agent,3,manager,update_record,crm_api,sales_pipeline,3,0,71,0,35,1,0,1,Blocked
legal_contract_agent,3,manager,send_email,email_api,access_policy,5,0,70,0,99,1,0,1,Blocked
procurement_agent,2,employee,update_record,ticketing_api,customer_profile,3,0,63,0,42,0,0,1,Blocked
finance_reconciliation_agent,4,manager,download_file,contract_repository_api,public_knowledge_base,1,0,49,0,65,0,0,1,Blocked
procurement_agent,4,analyst,approve_payment,database_api,customer_profile,3,0,100,0,45,1,5,1,Blocked
procurement_agent,3,analyst,read_record,hris_api,system_config,4,1,38,0,43,0,0,0,Allowed
legal_contract_agent,3,employee,send_email,email_api,financial_record,4,0,68,0,99,1,2,1,Blocked
it_helpdesk_agent,1,security_admin,read_record,hris_api,employee_file,4,1,2,0,55,0,0,1,Allowed
customer_support_agent,2,analyst,search_records,ticketing_api,invoice,3,1,11,0,37,0,0,1,Allowed
procurement_agent,2,contractor,search_records,database_api,payroll_record,5,0,60,0,81,1,2,1,Blocked
finance_reconciliation_agent,3,employee,download_file,file_storage_api,invoice,3,1,35,0,69,0,0,1,Needs_Human_Approval
finance_reconciliation_agent,2,guest,search_records,crm_api,audit_log,4,0,48,0,60,0,0,1,Blocked
devops_release_agent,3,manager,read_record,contract_repository_api,audit_log,4,1,28,0,44,0,0,1,Allowed
data_analytics_agent,3,manager,search_records,siem_api,contract_document,3,0,49,0,42,0,2,1,Blocked
sales_crm_agent,2,employee,approve_payment,ticketing_api,payroll_record,5,0,100,0,76,1,1,1,Blocked
devops_release_agent,1,employee,read_record,file_storage_api,sales_pipeline,3,0,38,0,50,0,1,1,Blocked
finance_reconciliation_agent,3,contractor,read_record,file_storage_api,contract_document,3,0,39,0,56,0,2,1,Blocked
customer_support_agent,5,security_admin,search_records,file_storage_api,access_policy,5,0,87,0,78,1,2,1,Blocked
security_monitoring_agent,2,contractor,update_record,ticketing_api,support_ticket,2,0,100,1,66,1,5,1,Blocked
customer_support_agent,2,employee,read_record,contract_repository_api,sales_pipeline,3,1,11,0,29,0,0,1,Allowed
finance_reconciliation_agent,4,employee,send_email,email_api,support_ticket,2,1,59,1,83,0,2,1,Blocked
finance_reconciliation_agent,3,employee,send_email,email_api,audit_log,4,0,79,0,85,1,0,0,Blocked
hr_onboarding_agent,4,employee,download_file,file_storage_api,financial_record,4,0,75,0,96,1,0,1,Blocked
sales_crm_agent,4,employee,sync_external_app,crm_api,sales_pipeline,3,0,94,0,67,1,0,1,Blocked
hr_onboarding_agent,5,security_admin,read_record,contract_repository_api,financial_record,4,1,32,0,61,0,0,1,Allowed
sales_crm_agent,4,contractor,read_record,crm_api,public_knowledge_base,1,1,15,0,17,0,0,1,Allowed
data_analytics_agent,3,service_account,send_email,email_api,access_policy,5,0,73,0,81,1,0,1,Blocked
customer_support_agent,3,manager,create_ticket,ticketing_api,employee_file,4,1,29,0,60,0,1,1,Allowed
devops_release_agent,3,service_account,download_file,ticketing_api,audit_log,4,0,90,0,67,1,0,1,Blocked
customer_support_agent,4,employee,send_email,email_api,invoice,4,1,39,0,74,0,0,1,Needs_Human_Approval
security_monitoring_agent,3,employee,change_permission,identity_provider_api,support_ticket,2,0,100,0,36,1,0,0,Blocked
executive_assistant_agent,2,admin,read_record,database_api,financial_record,4,0,44,0,67,0,1,1,Blocked
it_helpdesk_agent,2,manager,send_email,email_api,access_policy,5,1,50,0,88,1,4,1,Blocked
finance_reconciliation_agent,4,manager,send_email,email_api,public_knowledge_base,1,1,17,0,45,0,0,1,Allowed
it_helpdesk_agent,3,analyst,run_script,database_api,customer_profile,3,0,100,0,43,1,3,1,Blocked
devops_release_agent,4,analyst,approve_payment,crm_api,invoice,3,0,100,0,51,1,1,1,Blocked
customer_support_agent,3,analyst,read_record,email_api,support_ticket,2,0,40,0,59,0,0,1,Blocked
data_analytics_agent,3,admin,read_record,database_api,payroll_record,5,0,61,0,61,1,0,1,Blocked
sales_crm_agent,2,analyst,send_email,email_api,customer_profile,3,1,22,0,67,0,1,1,Needs_Human_Approval
finance_reconciliation_agent,3,analyst,download_file,file_storage_api,customer_profile,3,1,41,0,69,0,0,1,Needs_Human_Approval
hr_onboarding_agent,2,employee,search_records,crm_api,financial_record,4,0,48,0,68,0,0,1,Blocked
it_helpdesk_agent,3,vendor,update_record,email_api,invoice,3,0,100,1,72,1,1,1,Blocked
finance_reconciliation_agent,1,employee,read_record,database_api,support_ticket,2,1,2,0,28,0,1,1,Allowed
data_analytics_agent,1,employee,delete_record,finance_erp_api,financial_record,4,0,100,0,69,1,0,1,Blocked
it_helpdesk_agent,3,employee,search_records,database_api,customer_profile,3,0,23,0,45,1,0,1,Blocked
it_helpdesk_agent,5,employee,sync_external_app,hris_api,source_code_repo,4,0,100,0,77,1,0,1,Blocked
customer_support_agent,3,employee,search_records,ticketing_api,contract_document,4,1,22,0,56,0,0,1,Allowed
executive_assistant_agent,4,employee,download_file,file_storage_api,access_policy,5,0,94,0,93,1,3,1,Blocked
customer_support_agent,4,analyst,search_records,hris_api,sales_pipeline,3,0,41,0,51,0,2,1,Blocked
hr_onboarding_agent,4,employee,search_records,ticketing_api,support_ticket,2,0,35,0,35,0,2,1,Blocked
customer_support_agent,4,guest,download_file,database_api,customer_profile,3,1,82,1,82,1,0,1,Blocked
customer_support_agent,3,guest,search_records,hris_api,invoice,3,1,41,0,35,0,4,1,Allowed
finance_reconciliation_agent,4,employee,search_records,hris_api,customer_profile,3,0,53,0,52,0,4,1,Blocked
customer_support_agent,2,analyst,search_records,database_api,sales_pipeline,2,1,9,0,35,0,0,1,Allowed
hr_onboarding_agent,3,employee,create_ticket,file_storage_api,payroll_record,5,0,68,0,78,1,1,1,Blocked
finance_reconciliation_agent,3,vendor,send_email,email_api,access_policy,5,0,77,0,100,1,0,1,Blocked
devops_release_agent,3,employee,run_script,devops_ci_api,audit_log,4,1,98,0,44,1,1,1,Blocked
hr_onboarding_agent,2,vendor,send_email,email_api,customer_profile,3,0,70,0,75,1,3,1,Blocked
customer_support_agent,3,guest,approve_payment,finance_erp_api,public_knowledge_base,1,1,57,0,31,1,0,1,Needs_Human_Approval
it_helpdesk_agent,4,admin,send_email,email_api,financial_record,4,0,72,0,99,1,1,1,Blocked
security_monitoring_agent,3,contractor,update_record,database_api,sales_pipeline,3,0,72,0,50,1,0,1,Blocked
procurement_agent,4,analyst,update_record,ticketing_api,financial_record,4,1,76,0,46,1,3,1,Needs_Human_Approval
it_helpdesk_agent,4,manager,read_record,file_storage_api,public_knowledge_base,1,1,6,0,25,0,0,1,Allowed
finance_reconciliation_agent,4,analyst,search_records,database_api,sales_pipeline,3,1,15,0,39,0,0,1,Allowed
hr_onboarding_agent,4,guest,send_email,email_api,access_policy,5,0,82,0,95,1,0,1,Blocked
sales_crm_agent,3,admin,run_script,devops_ci_api,customer_profile,3,1,100,1,68,0,1,1,Blocked
hr_onboarding_agent,2,admin,search_records,ticketing_api,payroll_record,5,1,19,0,61,1,0,1,Needs_Human_Approval
executive_assistant_agent,2,employee,read_record,crm_api,financial_record,4,0,62,0,75,0,8,0,Blocked
security_monitoring_agent,4,vendor,run_script,devops_ci_api,public_knowledge_base,1,0,100,0,29,1,2,1,Blocked
sales_crm_agent,4,manager,create_ticket,ticketing_api,audit_log,4,0,56,0,52,0,4,1,Blocked
sales_crm_agent,2,analyst,send_email,hris_api,support_ticket,2,1,26,0,48,0,0,1,Allowed
customer_support_agent,3,contractor,send_email,email_api,access_policy,5,0,65,0,97,1,0,1,Blocked
devops_release_agent,4,admin,read_record,contract_repository_api,contract_document,3,0,51,0,50,0,5,1,Blocked
customer_support_agent,4,service_account,read_record,crm_api,payroll_record,5,0,63,0,78,1,0,1,Blocked
customer_support_agent,3,manager,search_records,file_storage_api,invoice,3,0,49,0,67,1,2,1,Blocked
procurement_agent,2,employee,read_record,finance_erp_api,access_policy,5,0,100,1,82,1,5,1,Blocked
finance_reconciliation_agent,4,analyst,change_permission,identity_provider_api,support_ticket,2,0,100,0,36,1,0,0,Blocked
executive_assistant_agent,4,manager,send_email,email_api,system_config,4,0,65,0,86,1,1,1,Blocked
customer_support_agent,3,security_admin,update_record,identity_provider_api,source_code_repo,4,0,90,0,54,1,1,1,Blocked
data_analytics_agent,4,service_account,update_record,database_api,system_config,4,0,81,0,62,1,0,1,Blocked
executive_assistant_agent,2,guest,download_file,crm_api,employee_file,4,0,85,0,78,1,1,1,Blocked
customer_support_agent,3,employee,search_records,database_api,public_knowledge_base,1,1,2,0,19,0,1,1,Allowed
customer_support_agent,3,analyst,update_record,crm_api,support_ticket,2,0,62,0,32,0,0,1,Blocked
data_analytics_agent,5,employee,read_record,crm_api,public_knowledge_base,1,0,26,0,36,0,0,1,Blocked
sales_crm_agent,4,service_account,download_file,file_storage_api,public_knowledge_base,1,1,24,0,36,0,1,1,Allowed
customer_support_agent,5,employee,read_record,hris_api,customer_profile,3,1,37,0,24,1,1,1,Needs_Human_Approval
hr_onboarding_agent,3,employee,update_record,database_api,source_code_repo,4,1,57,0,43,0,1,1,Allowed
data_analytics_agent,5,vendor,export_report,siem_api,public_knowledge_base,2,0,73,0,67,1,2,1,Blocked
it_helpdesk_agent,2,employee,read_record,siem_api,public_knowledge_base,1,1,2,0,17,0,0,1,Allowed
data_analytics_agent,5,analyst,read_record,finance_erp_api,public_knowledge_base,1,0,32,0,30,0,2,1,Blocked
legal_contract_agent,2,vendor,send_email,email_api,invoice,3,0,59,0,77,0,1,1,Blocked
it_helpdesk_agent,5,employee,delete_record,hris_api,employee_file,4,0,100,0,60,1,0,1,Blocked
customer_support_agent,2,manager,read_record,crm_api,customer_profile,4,1,23,0,44,0,1,1,Allowed
finance_reconciliation_agent,1,manager,read_record,ticketing_api,support_ticket,2,0,47,0,31,1,1,0,Blocked
procurement_agent,3,employee,read_record,crm_api,payroll_record,4,0,56,0,68,0,2,1,Blocked
customer_support_agent,4,service_account,read_record,finance_erp_api,employee_file,3,0,47,0,47,0,0,1,Blocked
finance_reconciliation_agent,4,manager,read_record,hris_api,financial_record,4,1,31,0,40,0,0,1,Allowed
sales_crm_agent,1,security_admin,update_record,finance_erp_api,invoice,3,0,58,0,47,0,0,1,Blocked
legal_contract_agent,3,service_account,sync_external_app,database_api,public_knowledge_base,1,1,60,0,34,0,0,1,Needs_Human_Approval
hr_onboarding_agent,2,employee,export_report,file_storage_api,payroll_record,5,0,97,0,100,1,0,1,Blocked
customer_support_agent,4,manager,approve_payment,finance_erp_api,audit_log,4,1,92,0,49,1,2,1,Blocked
security_monitoring_agent,2,contractor,export_report,finance_erp_api,invoice,3,0,64,0,67,0,2,1,Blocked
finance_reconciliation_agent,3,employee,create_ticket,ticketing_api,public_knowledge_base,1,0,9,0,22,0,1,1,Blocked
customer_support_agent,3,manager,search_records,finance_erp_api,support_ticket,2,1,2,0,26,0,0,1,Allowed
hr_onboarding_agent,3,admin,send_email,email_api,invoice,3,0,54,0,68,0,0,1,Blocked
data_analytics_agent,4,service_account,download_file,file_storage_api,contract_document,3,0,75,0,96,1,3,1,Blocked
data_analytics_agent,3,employee,export_report,crm_api,sales_pipeline,3,1,54,0,75,0,0,0,Needs_Human_Approval
legal_contract_agent,5,analyst,read_record,database_api,financial_record,4,0,61,0,66,0,0,1,Blocked
finance_reconciliation_agent,1,service_account,run_script,finance_erp_api,customer_profile,3,1,91,0,24,0,0,1,Blocked
it_helpdesk_agent,3,employee,search_records,email_api,customer_profile,3,0,47,0,66,0,0,1,Blocked
sales_crm_agent,2,manager,run_script,devops_ci_api,contract_document,3,0,100,0,37,1,0,1,Blocked
customer_support_agent,3,manager,send_email,email_api,public_knowledge_base,1,1,22,0,54,0,0,1,Allowed
data_analytics_agent,3,analyst,read_record,crm_api,public_knowledge_base,1,0,18,0,26,0,0,1,Blocked
sales_crm_agent,2,contractor,send_email,email_api,customer_profile,3,1,49,1,81,0,0,1,Needs_Human_Approval
customer_support_agent,3,employee,run_script,devops_ci_api,source_code_repo,4,0,100,0,53,1,2,0,Blocked
hr_onboarding_agent,3,employee,read_record,file_storage_api,source_code_repo,4,0,50,0,69,0,2,1,Blocked
sales_crm_agent,3,guest,download_file,database_api,public_knowledge_base,1,1,23,0,40,0,1,1,Allowed
executive_assistant_agent,4,service_account,delete_record,crm_api,contract_document,3,1,82,0,39,1,0,1,Blocked
procurement_agent,1,manager,send_email,email_api,invoice,3,1,18,0,68,0,0,1,Needs_Human_Approval
customer_support_agent,2,contractor,read_record,finance_erp_api,system_config,4,0,53,0,56,0,3,1,Blocked
hr_onboarding_agent,3,manager,export_report,siem_api,financial_record,4,0,94,1,100,1,1,1,Blocked
it_helpdesk_agent,4,admin,read_record,file_storage_api,employee_file,4,0,74,0,68,1,6,1,Blocked
data_analytics_agent,4,employee,delete_record,database_api,public_knowledge_base,1,0,85,0,20,1,0,1,Blocked
finance_reconciliation_agent,3,vendor,create_ticket,ticketing_api,api_key_secret,5,0,88,1,86,1,4,1,Blocked
customer_support_agent,4,analyst,create_ticket,finance_erp_api,contract_document,3,0,59,0,49,0,2,1,Blocked
sales_crm_agent,2,analyst,read_record,file_storage_api,invoice,3,1,17,0,52,0,1,1,Allowed
finance_reconciliation_agent,4,service_account,send_email,email_api,support_ticket,2,1,55,1,82,0,0,1,Blocked
procurement_agent,3,service_account,export_report,siem_api,source_code_repo,4,0,76,0,78,1,2,1,Blocked
customer_support_agent,3,security_admin,update_record,database_api,support_ticket,2,1,43,0,36,0,2,1,Allowed
security_monitoring_agent,4,vendor,approve_payment,finance_erp_api,invoice,3,0,100,0,46,0,2,1,Blocked
customer_support_agent,5,manager,approve_payment,database_api,source_code_repo,4,0,100,0,48,1,2,1,Blocked
hr_onboarding_agent,4,manager,send_email,email_api,audit_log,4,0,64,0,95,0,1,1,Blocked
legal_contract_agent,2,employee,read_record,contract_repository_api,customer_profile,3,0,32,0,53,0,1,1,Blocked
sales_crm_agent,3,employee,update_record,hris_api,sales_pipeline,3,1,56,0,44,0,0,1,Allowed
it_helpdesk_agent,2,employee,update_record,database_api,employee_file,4,0,83,0,60,1,2,1,Blocked
finance_reconciliation_agent,2,employee,approve_payment,finance_erp_api,source_code_repo,4,1,85,0,46,1,2,1,Blocked
customer_support_agent,2,contractor,change_permission,identity_provider_api,payroll_record,5,0,100,0,63,1,2,1,Blocked
security_monitoring_agent,4,guest,export_report,devops_ci_api,public_knowledge_base,1,0,64,0,57,0,1,1,Blocked
customer_support_agent,3,manager,approve_payment,finance_erp_api,payroll_record,4,0,100,0,77,1,0,1,Blocked
sales_crm_agent,2,analyst,send_email,email_api,system_config,4,0,54,0,89,0,0,1,Blocked
data_analytics_agent,4,employee,download_file,database_api,public_knowledge_base,1,0,49,0,67,0,0,1,Blocked
sales_crm_agent,5,contractor,send_email,email_api,sales_pipeline,3,1,42,0,66,0,1,1,Needs_Human_Approval
customer_support_agent,3,vendor,send_email,email_api,financial_record,4,0,70,0,95,1,0,1,Blocked
sales_crm_agent,4,manager,send_email,email_api,customer_profile,3,1,47,0,60,0,5,1,Allowed
customer_support_agent,3,employee,read_record,crm_api,payroll_record,5,0,62,0,70,1,2,0,Blocked
it_helpdesk_agent,3,admin,search_records,hris_api,public_knowledge_base,1,1,2,0,26,0,0,1,Allowed
sales_crm_agent,1,employee,search_records,email_api,audit_log,5,0,56,0,75,1,0,1,Blocked
procurement_agent,3,contractor,export_report,crm_api,sales_pipeline,3,1,56,0,57,0,0,0,Allowed
customer_support_agent,2,guest,export_report,finance_erp_api,payroll_record,5,0,89,0,96,1,3,1,Blocked
hr_onboarding_agent,3,employee,search_records,file_storage_api,invoice,3,0,68,0,58,1,8,1,Blocked
it_helpdesk_agent,3,security_admin,update_record,ticketing_api,financial_record,4,1,57,0,41,0,0,1,Allowed
it_helpdesk_agent,3,analyst,export_report,database_api,customer_profile,3,0,78,0,52,0,3,1,Blocked
it_helpdesk_agent,5,manager,run_script,devops_ci_api,financial_record,4,1,100,1,67,1,3,1,Blocked
sales_crm_agent,2,admin,update_record,hris_api,financial_record,4,1,49,0,57,0,0,1,Allowed
customer_support_agent,4,employee,download_file,contract_repository_api,customer_profile,3,1,35,0,62,0,0,1,Allowed
devops_release_agent,5,contractor,search_records,hris_api,financial_record,4,0,66,0,62,1,2,1,Blocked
sales_crm_agent,4,employee,read_record,siem_api,payroll_record,5,0,88,0,85,1,6,1,Blocked
finance_reconciliation_agent,4,service_account,create_ticket,ticketing_api,payroll_record,5,1,36,0,53,1,1,1,Needs_Human_Approval
it_helpdesk_agent,1,analyst,update_record,finance_erp_api,financial_record,4,0,68,0,59,1,0,1,Blocked
security_monitoring_agent,4,service_account,update_record,ticketing_api,customer_profile,3,1,69,0,33,1,0,0,Needs_Human_Approval
customer_support_agent,3,vendor,download_file,file_storage_api,financial_record,4,0,74,0,94,1,0,1,Blocked
procurement_agent,4,manager,send_email,file_storage_api,customer_profile,3,1,44,0,65,0,0,1,Needs_Human_Approval
security_monitoring_agent,3,analyst,download_file,database_api,customer_profile,3,0,60,0,74,0,1,1,Blocked
sales_crm_agent,2,analyst,export_report,database_api,support_ticket,2,0,60,0,54,0,4,1,Blocked
devops_release_agent,4,admin,export_report,database_api,public_knowledge_base,1,1,18,0,34,0,0,1,Allowed
legal_contract_agent,4,admin,update_record,finance_erp_api,sales_pipeline,3,0,90,0,57,1,3,1,Blocked
procurement_agent,2,admin,create_ticket,file_storage_api,payroll_record,5,0,58,0,87,1,1,1,Blocked
customer_support_agent,3,analyst,search_records,hris_api,financial_record,5,0,64,0,70,1,2,1,Blocked
security_monitoring_agent,4,analyst,export_report,finance_erp_api,financial_record,4,0,85,0,88,1,6,1,Blocked
security_monitoring_agent,5,guest,create_ticket,ticketing_api,api_key_secret,5,0,68,0,61,1,1,1,Blocked
hr_onboarding_agent,4,manager,download_file,file_storage_api,public_knowledge_base,1,0,39,0,62,0,2,1,Blocked
security_monitoring_agent,4,service_account,read_record,identity_provider_api,payroll_record,5,1,64,0,57,1,0,0,Needs_Human_Approval
procurement_agent,2,admin,read_record,hris_api,invoice,3,1,6,0,36,0,0,1,Allowed
sales_crm_agent,4,service_account,update_record,ticketing_api,invoice,3,1,53,0,37,0,0,1,Allowed
finance_reconciliation_agent,3,service_account,run_script,database_api,support_ticket,3,0,100,0,40,1,0,1,Blocked
devops_release_agent,4,employee,search_records,finance_erp_api,employee_file,4,0,54,0,71,0,0,1,Blocked
customer_support_agent,4,contractor,update_record,ticketing_api,source_code_repo,4,0,100,1,76,1,1,1,Blocked
sales_crm_agent,3,employee,run_script,devops_ci_api,public_knowledge_base,1,1,73,0,17,1,0,1,Needs_Human_Approval
devops_release_agent,4,employee,send_email,email_api,customer_profile,3,0,65,0,77,1,0,1,Blocked
customer_support_agent,1,manager,search_records,crm_api,public_knowledge_base,1,1,2,0,19,0,0,1,Allowed
data_analytics_agent,1,employee,search_records,ticketing_api,api_key_secret,5,0,56,0,74,1,2,1,Blocked
finance_reconciliation_agent,2,vendor,read_record,hris_api,support_ticket,2,0,45,0,44,0,3,1,Blocked
